Time,ISP_IN_MB,LAN_OUT_MB,ISP_uptime,Delta_ISP_IN_MB,Delta_LAN_OUT_MB,Delta_Time_hr,Restart
2026-01-30 12:00:02,221.93,3466.43,2448.88,76.11,194.22,0.95,False
2026-01-30 13:00:02,249.15,3754.57,2449.88,27.22,288.14,1.0,False
2026-01-30 14:00:02,299.62,219.86,2450.88,50.48,561.29,1.0,False
2026-01-30 15:00:02,356.61,1208.41,2451.88,56.98,988.56,1.0,False
2026-01-30 16:00:02,412.99,1610.59,2452.88,56.38,402.18,1.0,False
2026-01-30 17:00:03,471.46,2306.03,2453.88,58.47,695.44,1.0,False
2026-01-30 18:00:02,526.79,266.42,2454.88,55.33,2056.39,1.0,False
2026-01-30 19:00:02,553.21,2006.19,2455.88,26.42,1739.77,1.0,False
2026-01-30 20:00:02,576.67,2942.16,2456.88,23.46,935.96,1.0,False
2026-01-30 21:00:02,618.96,3041.03,2457.88,42.28,98.87,1.0,False
2026-01-30 22:00:02,663.65,3255.28,2458.88,44.69,214.25,1.0,False
2026-01-30 23:00:02,745.52,3309.3,2459.88,81.87,54.02,1.0,False
2026-01-31 00:00:02,752.18,3317.21,2460.88,6.67,7.91,1.0,False
2026-01-31 01:00:02,757.54,3325.71,2461.88,5.36,8.5,1.0,False
2026-01-31 02:00:02,762.73,3333.88,2462.88,5.18,8.17,1.0,False
2026-01-31 03:00:02,768.09,3340.75,2463.88,5.37,6.87,1.0,False
2026-01-31 04:00:02,773.19,3352.03,2464.88,5.1,11.27,1.0,False
2026-01-31 05:00:03,778.62,3358.44,2465.88,5.42,6.41,1.0,False
2026-01-31 06:00:02,783.95,3365.22,2466.88,5.33,6.78,1.0,False
2026-01-31 07:00:03,972.93,3379.21,2467.88,188.98,13.99,1.0,False
2026-01-31 08:00:02,994.54,3445.47,2468.88,21.62,66.27,1.0,False
2026-01-31 09:00:02,1910.27,4024.55,2469.88,915.73,579.07,1.0,False
2026-01-31 10:00:03,2063.57,603.85,2470.88,153.3,675.3,1.0,False
2026-01-31 11:00:03,2130.72,1160.77,2471.88,67.14,556.92,1.0,False
2026-01-31 12:00:02,2224.08,2160.06,2472.88,93.36,999.29,1.0,False
2026-01-31 13:00:02,2340.67,2766.72,2473.88,116.59,606.66,1.0,False
2026-01-31 14:00:03,2379.74,2894.61,2474.88,39.07,127.89,1.0,False
2026-01-31 15:00:02,2439.44,3409.52,2475.88,59.7,514.91,1.0,False
2026-01-31 16:00:02,2501.36,245.13,2476.88,61.92,931.61,1.0,False
2026-01-31 17:00:02,2527.84,886.4,2477.88,26.47,641.27,1.0,False
2026-01-31 18:00:02,2548.12,1335.12,2478.88,20.28,448.72,1.0,False
2026-01-31 19:00:02,2610.46,1744.56,2479.88,62.34,409.44,1.0,False
2026-01-31 20:00:03,2677.54,2142.05,2480.88,67.09,397.49,1.0,False
2026-01-31 21:00:02,2755.84,3599.06,2481.88,78.3,1457.02,1.0,False
2026-01-31 22:00:03,2802.94,189.15,2482.88,47.1,686.09,1.0,False
2026-01-31 23:00:02,2812.34,232.68,2483.88,9.4,43.52,1.0,False
2026-02-01 00:00:02,2816.98,237.9,2484.88,4.64,5.22,1.0,False
2026-02-01 01:00:02,2820.55,244.56,2485.88,3.58,6.65,1.0,False
2026-02-01 02:00:02,2824.35,249.83,2486.88,3.8,5.27,1.0,False
2026-02-01 03:00:02,2828.27,272.87,2487.88,3.93,23.04,1.0,False
2026-02-01 04:00:02,2833.51,355.97,2488.88,5.23,83.1,1.0,False
2026-02-01 05:00:02,2838.03,448.48,2489.88,4.52,92.52,1.0,False
2026-02-01 06:00:03,2841.03,451.28,2490.88,3.0,2.79,1.0,False
2026-02-01 07:00:02,2908.86,460.8,2491.88,67.83,9.52,1.0,False
2026-02-01 08:01:30,2928.45,494.29,2492.91,19.59,33.5,1.03,False
2026-02-01 09:00:02,2960.72,1001.73,2493.88,32.27,507.44,0.98,False
2026-02-01 10:00:02,3110.79,1031.08,2494.88,150.07,29.35,1.0,False
2026-02-01 11:00:02,3137.47,1124.66,2495.88,26.69,93.58,1.0,False
2026-02-01 12:00:02,3173.3,1216.63,2496.88,35.83,91.97,1.0,False
2026-02-01 13:00:03,3218.95,1415.05,2497.88,45.65,198.42,1.01,False
2026-02-01 14:00:02,3326.44,1977.57,2498.88,107.49,562.53,1.0,False
2026-02-01 15:00:02,3398.56,2437.17,2499.88,72.12,459.6,1.0,False
2026-02-01 16:00:02,3419.98,2498.0,2500.88,21.42,60.83,1.0,False
2026-02-01 17:00:02,3438.11,2600.55,2501.88,18.14,102.55,1.0,False
2026-02-01 18:00:02,3460.23,2713.91,2502.88,22.12,113.36,1.0,False
2026-02-01 19:00:02,3619.61,1141.53,2503.88,159.38,2523.62,1.0,False
2026-02-01 20:00:02,3651.3,2191.36,2504.88,31.69,1049.82,1.0,False
2026-02-01 21:00:03,3684.23,3832.22,2505.88,32.93,1640.86,1.0,False
2026-02-01 22:00:02,3705.69,740.62,2506.88,21.46,1004.41,1.0,False
2026-02-01 23:00:02,3731.7,778.31,2507.88,26.01,37.69,1.0,False
2026-02-02 00:00:03,3736.7,785.31,2508.88,5.01,7.0,1.0,False
2026-02-02 01:00:02,3741.77,792.56,2509.88,5.07,7.24,1.0,False
2026-02-02 02:00:02,3747.18,825.83,2510.88,5.4,33.27,1.0,False
2026-02-02 03:00:02,3753.76,889.26,2511.88,6.58,63.43,1.0,False
2026-02-02 04:00:02,4075.34,914.31,2512.88,321.59,25.05,1.0,False
2026-02-02 05:00:02,2.71,3130.4,2513.88,23.36,2216.1,1.0,False
2026-02-02 06:00:03,7.34,3134.47,2514.88,4.64,4.06,1.0,False
2026-02-02 07:00:02,62.84,3146.61,2515.88,55.5,12.14,1.0,False
2026-02-02 08:00:02,75.39,3206.66,2516.88,12.55,60.05,1.0,False
2026-02-02 09:00:03,91.33,3245.67,2517.88,15.94,39.01,1.0,False
2026-02-02 10:00:02,113.1,3357.49,2518.88,21.77,111.82,1.0,False
2026-02-02 11:00:03,125.66,3394.95,2519.88,12.57,37.46,1.0,False
2026-02-02 12:00:02,137.66,3434.81,2520.88,12.0,39.87,1.0,False
2026-02-02 13:00:03,165.69,3626.98,2521.88,28.03,192.17,1.0,False
2026-02-02 14:00:02,217.9,3748.4,2522.88,52.21,121.42,1.0,False
2026-02-02 15:00:02,244.45,3896.77,2523.88,26.55,148.37,1.0,False
2026-02-02 16:00:03,278.9,8.16,2524.88,34.45,207.39,1.0,False
2026-02-02 17:00:03,305.64,638.35,2525.88,26.74,630.2,1.0,False
2026-02-02 18:00:02,367.42,1026.36,2526.88,61.79,388.0,1.0,False
2026-02-02 19:00:02,431.41,1360.16,2527.88,63.99,333.8,1.0,False
2026-02-02 20:00:03,569.03,1684.38,2528.88,137.62,324.22,1.0,False
2026-02-02 21:00:02,666.43,2286.56,2529.88,97.4,602.18,1.0,False
2026-02-02 22:00:02,694.19,2405.57,2530.88,27.76,119.02,1.0,False
2026-02-02 23:00:02,699.09,2412.59,2531.88,4.9,7.02,1.0,False
2026-02-03 00:00:03,704.25,2421.47,2532.88,5.16,8.88,1.0,False
2026-02-03 01:00:02,711.68,2443.75,2533.88,7.44,22.28,1.0,False
2026-02-03 02:00:02,718.88,2496.23,2534.88,7.2,52.48,1.0,False
2026-02-03 03:00:02,726.56,2571.05,2535.88,7.67,74.82,1.0,False
2026-02-03 04:00:02,736.79,2680.78,2536.88,10.24,109.73,1.0,False
2026-02-03 05:00:03,743.62,2699.95,2537.88,6.83,19.17,1.0,False
2026-02-03 06:00:03,752.37,2877.04,2538.88,8.75,177.1,1.0,False
2026-02-03 07:00:02,816.03,2893.65,2539.88,63.65,16.61,1.0,False
2026-02-03 08:00:02,841.77,3015.4,2540.88,25.74,121.75,1.0,False
2026-02-03 09:00:03,857.45,3093.27,2541.88,15.69,77.87,1.0,False
2026-02-03 10:00:02,866.43,3112.13,2542.88,8.98,18.86,1.0,False
2026-02-03 11:00:02,872.45,3117.84,2543.88,6.02,5.71,1.0,False
2026-02-03 12:00:02,895.07,3395.95,2544.88,22.62,278.1,1.0,False
2026-02-03 13:00:02,920.02,3426.61,2545.88,24.95,30.67,1.0,False
2026-02-03 14:00:03,955.92,3461.37,2546.88,35.89,34.76,1.0,False
2026-02-03 15:00:02,1036.54,3612.18,2547.88,80.62,150.81,1.0,False
2026-02-03 16:00:02,1067.28,3823.36,2548.88,30.75,211.18,1.0,False
2026-02-03 17:00:02,1083.38,3893.5,2549.88,16.1,70.14,1.0,False
2026-02-03 18:00:03,1151.98,428.81,2550.88,68.6,631.31,1.0,False
2026-02-03 19:00:02,1256.08,1193.58,2551.88,104.1,764.78,1.0,False
2026-02-03 20:00:02,1331.42,1426.42,2552.88,75.34,232.83,1.0,False
2026-02-03 21:00:02,1391.59,2369.08,2553.88,60.17,942.66,1.0,False
2026-02-03 22:00:02,1409.37,3021.2,2554.88,17.78,652.13,1.0,False
2026-02-03 23:00:02,1417.69,3040.92,2555.88,8.32,19.72,1.0,False
2026-02-04 00:00:02,1421.42,3047.21,2556.88,3.73,6.29,1.0,False
2026-02-04 01:00:02,1425.78,3058.19,2557.88,4.36,10.98,1.0,False
2026-02-04 02:00:02,1429.68,3062.15,2558.88,3.9,3.96,1.0,False
2026-02-04 03:00:03,1433.53,3066.95,2559.88,3.85,4.79,1.0,False
2026-02-04 04:00:02,1437.99,3091.47,2560.88,4.46,24.52,1.0,False
2026-02-04 05:00:02,1442.28,3102.02,2561.88,4.29,10.55,1.0,False
2026-02-04 06:00:03,1446.72,3108.86,2562.88,4.44,6.84,1.0,False
2026-02-04 07:00:02,1521.56,3120.22,2563.88,74.83,11.36,1.0,False
2026-02-04 08:00:02,1542.98,3220.24,2564.88,21.42,100.02,1.0,False
2026-02-04 09:00:02,1561.12,3342.94,2565.88,18.14,122.7,1.0,False
2026-02-04 10:00:02,1563.78,3351.23,2566.88,2.67,8.29,1.0,False
2026-02-04 11:00:03,1565.21,3352.49,2567.88,1.43,1.27,1.0,False
2026-02-04 12:00:02,1566.66,3353.61,2568.88,1.44,1.12,1.0,False
2026-02-04 13:00:02,1568.07,3355.88,2569.88,1.41,2.27,1.0,False
2026-02-04 14:00:02,1570.21,3358.99,2570.88,2.14,3.11,1.0,False
2026-02-04 15:00:03,1571.87,3360.54,2571.88,1.66,1.55,1.0,False
2026-02-04 16:00:02,1584.56,3595.42,2572.88,12.69,234.89,1.0,False
2026-02-04 17:00:02,1604.41,144.34,2573.88,19.85,644.92,1.0,False
2026-02-04 18:00:02,1627.5,597.66,2574.88,23.09,453.32,1.0,False
2026-02-04 19:00:02,1690.49,1529.88,2575.88,62.99,932.22,1.0,False
2026-02-04 20:00:02,1753.27,2147.62,2576.88,62.79,617.74,1.0,False
2026-02-04 21:00:02,1877.27,2265.81,2577.88,124.0,118.2,1.0,False
2026-02-04 22:00:02,1904.33,2696.53,2578.88,27.06,430.71,1.0,False
2026-02-04 23:00:02,1909.93,2784.97,2579.88,5.59,88.44,1.0,False
2026-02-05 00:00:03,1912.5,2788.15,2580.88,2.57,3.18,1.0,False
2026-02-05 01:00:02,1915.29,2801.23,2581.88,2.8,13.08,1.0,False
2026-02-05 02:00:02,1918.74,2863.48,2582.88,3.45,62.25,1.0,False
2026-02-05 03:00:02,1921.55,2883.97,2583.88,2.81,20.49,1.0,False
2026-02-05 04:00:02,1925.05,2909.06,2584.88,3.5,25.1,1.0,False
2026-02-05 05:00:02,1928.83,2957.69,2585.88,3.78,48.63,1.0,False
2026-02-05 06:00:02,1932.24,2987.67,2586.88,3.41,29.98,1.0,False
2026-02-05 07:00:02,1997.36,3061.26,2587.88,65.12,73.59,1.0,False
2026-02-05 08:00:02,2018.64,3309.66,2588.88,21.28,248.4,1.0,False
2026-02-05 09:00:02,2033.99,3378.42,2589.88,15.35,68.76,1.0,False
2026-02-05 10:00:02,2045.54,3461.49,2590.88,11.56,83.07,1.0,False
2026-02-05 11:00:02,2050.37,3465.12,2591.88,4.83,3.63,1.0,False
2026-02-05 12:00:02,2059.49,3582.91,2592.88,9.12,117.78,1.0,False
2026-02-05 13:00:02,2067.47,3610.0,2593.88,7.97,27.09,1.0,False
2026-02-05 14:00:03,2076.52,3652.68,2594.88,9.05,42.68,1.0,False
2026-02-05 15:00:03,2100.1,3704.49,2595.88,23.58,51.81,1.0,False
2026-02-05 16:00:02,2106.93,3724.23,2596.88,6.83,19.74,1.0,False
2026-02-05 17:00:02,2133.27,3970.61,2597.88,26.34,246.38,1.0,False
2026-02-05 18:00:02,2165.8,684.08,2598.88,32.54,809.47,1.0,False
2026-02-05 19:00:02,2239.11,1399.18,2599.88,73.3,715.1,1.0,False
2026-02-05 20:00:03,2306.4,2016.03,2600.88,67.29,616.85,1.0,False
2026-02-05 21:00:02,2360.99,2659.35,2601.88,54.59,643.32,1.0,False
2026-02-05 22:00:02,2487.08,2836.96,2602.88,126.09,177.61,1.0,False
2026-02-05 23:00:02,2492.25,2845.34,2603.88,5.17,8.38,1.0,False
2026-02-06 00:00:03,2497.25,2854.15,2604.88,4.99,8.81,1.0,False
2026-02-06 01:00:02,2504.02,2914.57,2605.88,6.77,60.43,1.0,False
2026-02-06 02:00:02,2508.13,2919.06,2606.88,4.11,4.49,1.0,False
2026-02-06 03:00:02,2512.98,2926.89,2607.88,4.86,7.83,1.0,False
2026-02-06 04:00:02,2517.58,2936.86,2608.88,4.6,9.97,1.0,False
2026-02-06 05:00:02,2522.66,2944.26,2609.88,5.08,7.4,1.0,False
2026-02-06 06:00:02,2527.99,3012.01,2610.88,5.32,67.75,1.0,False
2026-02-06 07:00:02,2539.55,3036.85,2611.88,11.56,24.84,1.0,False
2026-02-06 08:00:02,2595.3,3184.48,2612.88,55.75,147.63,1.0,False
2026-02-06 09:00:02,2601.18,3210.64,2613.88,5.88,26.15,1.0,False
2026-02-06 10:00:02,2618.7,3285.14,2614.88,17.52,74.5,1.0,False
2026-02-06 11:00:02,2638.65,3300.18,2615.88,19.95,15.04,1.0,False
2026-02-06 12:00:02,2674.76,3505.29,2616.88,36.11,205.11,1.0,False
2026-02-06 13:00:02,2699.22,3808.01,2617.88,24.46,302.72,1.01,False
2026-02-06 14:00:03,2715.75,3827.67,2618.88,16.54,19.66,1.01,False
2026-02-06 15:00:03,2733.63,3874.14,2619.88,17.87,46.47,1.0,False
2026-02-06 16:00:02,2758.6,3917.3,2620.88,24.97,43.16,1.0,False
2026-02-06 17:00:03,2783.13,3940.83,2621.88,24.53,23.53,1.0,False
2026-02-06 18:00:03,2789.5,3951.17,2622.88,6.37,10.33,1.0,False
2026-02-06 19:00:03,2799.66,3971.27,2623.88,10.16,20.11,1.0,False
2026-02-06 20:00:03,2821.32,325.26,2624.88,21.66,449.99,1.0,False
2026-02-06 21:00:03,2860.93,1521.26,2625.88,39.61,1196.0,1.0,False
2026-02-06 22:00:03,2933.42,4014.89,2626.88,72.49,2493.62,1.0,False
2026-02-06 23:00:03,3016.83,670.38,2627.88,83.41,751.49,1.0,False
2026-02-07 00:00:03,3034.79,1673.57,2628.88,17.95,1003.19,1.0,False
2026-02-07 01:00:03,3039.36,1680.51,2629.88,4.58,6.94,1.0,False
2026-02-07 02:00:03,3042.55,1685.43,2630.88,3.19,4.92,1.0,False
2026-02-07 03:00:03,3046.71,1712.24,2631.88,4.16,26.81,1.0,False
2026-02-07 04:00:03,3050.0,1717.46,2632.88,3.28,5.22,1.0,False
2026-02-07 05:00:03,3055.1,1820.89,2633.88,5.1,103.43,1.0,False
2026-02-07 06:00:03,3060.1,1914.71,2634.88,5.0,93.83,1.0,False
2026-02-07 07:00:03,3078.4,1971.05,2635.88,18.3,56.34,1.0,False
2026-02-07 08:00:03,3108.08,2025.84,2636.88,29.68,54.79,1.0,False
2026-02-07 09:00:03,3181.37,3175.65,2637.88,73.29,1149.81,1.0,False
2026-02-07 10:00:03,3243.79,3555.39,2638.88,62.41,379.74,1.0,False
2026-02-07 11:00:03,3292.14,738.26,2639.88,48.35,1278.87,1.01,False
2026-02-07 12:00:03,3304.51,746.41,2640.88,12.37,8.16,1.0,False
2026-02-07 13:00:03,3308.45,750.76,2641.88,3.94,4.34,1.0,False
2026-02-07 14:00:02,3312.92,754.3,2642.88,4.47,3.54,1.0,False
2026-02-07 15:00:03,3318.24,760.84,2643.88,5.32,6.55,1.0,False
2026-02-07 16:00:03,3322.81,766.91,2644.88,4.57,6.07,1.0,False
2026-02-07 17:00:03,3326.51,771.09,2645.88,3.7,4.18,1.0,False
2026-02-07 18:00:03,3367.26,847.25,2646.88,40.74,76.16,1.0,False
2026-02-07 19:00:03,3462.0,1474.53,2647.88,94.75,627.29,1.0,False
2026-02-07 20:00:03,3532.92,1889.42,2648.88,70.92,414.88,1.0,False
2026-02-07 21:00:03,3577.44,2569.28,2649.88,44.52,679.87,1.0,False
2026-02-07 22:00:03,3856.8,3272.41,2650.88,279.36,703.13,1.0,False
2026-02-07 23:00:03,30.7,3487.64,2651.88,269.9,215.22,1.0,False
2026-02-08 00:00:03,36.0,3496.52,2652.88,5.29,8.88,1.0,False
2026-02-08 01:00:03,40.28,3502.65,2653.88,4.28,6.13,1.0,False
2026-02-08 02:00:03,45.92,3571.21,2654.88,5.64,68.56,1.0,False
2026-02-08 03:00:03,52.18,3647.75,2655.88,6.26,76.54,1.0,False
2026-02-08 04:00:02,58.38,3774.8,2656.88,6.2,127.05,1.0,False
2026-02-08 05:00:03,69.0,83.69,2657.88,10.62,404.89,1.01,False
2026-02-08 06:00:03,84.81,725.2,2658.88,15.82,641.52,1.0,False
2026-02-08 07:00:03,89.53,735.22,2659.88,4.71,10.02,1.0,False
2026-02-08 08:00:03,99.0,972.54,2660.88,9.47,237.32,1.01,False
2026-02-08 09:00:02,126.65,1754.69,2661.88,27.65,782.15,1.0,False
2026-02-08 10:00:03,181.97,2289.82,2662.88,55.31,535.13,1.01,False
2026-02-08 11:00:03,218.16,3038.15,2663.88,36.2,748.33,1.0,False
2026-02-08 12:00:03,270.38,3718.65,2664.88,52.22,680.5,1.0,False
2026-02-08 13:00:03,327.69,4002.56,2665.88,57.31,283.91,1.01,False
2026-02-08 15:00:03,451.01,465.14,2667.88,123.32,558.58,2.01,False
2026-02-08 16:00:02,527.35,974.47,2668.88,76.34,509.33,1.0,False
2026-02-08 17:00:03,529.51,976.48,2669.88,2.16,2.01,1.01,False
2026-02-08 18:00:03,531.35,978.6,2670.88,1.84,2.12,1.01,False
2026-02-08 19:00:03,546.06,1199.62,2671.88,14.7,221.02,1.0,False
2026-02-08 20:00:03,635.92,1564.34,2672.88,89.86,364.72,1.0,False
2026-02-08 21:00:03,694.11,2256.96,2673.88,58.2,692.62,1.0,False
2026-02-08 22:00:03,763.83,3442.34,2674.88,69.72,1185.39,1.0,False
2026-02-08 23:00:03,817.45,3559.87,2675.88,53.62,117.53,1.01,False
2026-02-09 00:00:03,821.86,3565.86,2676.88,4.41,5.99,1.01,False
2026-02-09 01:00:03,828.37,3574.06,2677.88,6.51,8.21,1.0,False
2026-02-09 02:00:03,835.12,3580.76,2678.88,6.74,6.7,1.0,False
2026-02-09 03:00:03,840.01,3588.06,2679.88,4.9,7.29,1.0,False
2026-02-09 04:00:03,844.65,3594.44,2680.88,4.64,6.38,1.01,False
2026-02-09 05:00:02,851.15,3636.3,2681.88,6.5,41.86,1.0,False
2026-02-09 06:00:03,856.78,3643.06,2682.88,5.64,6.76,1.01,False
2026-02-09 07:00:03,863.5,3670.47,2683.88,6.72,27.41,1.01,False
2026-02-09 08:00:03,868.57,3676.56,2684.88,5.07,6.09,1.01,False
2026-02-09 09:00:03,911.94,3890.79,2685.88,43.37,214.23,1.01,False
2026-02-09 10:00:03,1009.72,418.48,2686.88,97.78,623.69,1.0,False
2026-02-09 11:00:03,1049.45,1212.12,2687.88,39.74,793.64,1.01,False
2026-02-09 12:00:02,1218.69,2180.4,2688.88,169.24,968.27,1.0,False
2026-02-09 13:00:03,1227.77,2217.52,2689.88,9.08,37.13,1.01,False
2026-02-09 14:00:02,1231.89,2221.44,2690.88,4.12,3.92,1.0,False
2026-02-09 15:00:03,1234.68,2224.69,2691.88,2.78,3.25,1.01,False
2026-02-09 16:00:02,1237.31,2227.94,2692.88,2.63,3.25,1.0,False
2026-02-09 17:00:03,1241.4,2266.68,2693.88,4.09,38.74,1.01,False
2026-02-09 18:00:03,1244.13,2275.04,2694.88,2.73,8.36,1.0,False
2026-02-09 19:00:03,1291.96,3112.4,2695.88,47.83,837.35,1.01,False
2026-02-09 20:00:03,1362.6,3806.02,2696.88,70.64,693.62,1.0,False
2026-02-09 21:00:03,1477.04,946.13,2697.88,114.44,1236.11,1.0,False
2026-02-09 22:00:02,1532.19,1913.41,2698.88,55.16,967.28,1.0,False
2026-02-09 23:00:03,1637.67,2025.93,2699.88,105.47,112.52,1.01,False
2026-02-10 00:00:03,1642.19,2031.02,2700.88,4.52,5.09,1.01,False
2026-02-10 01:00:03,1647.39,2036.83,2701.88,5.2,5.81,1.01,False
2026-02-10 02:00:03,1652.68,2049.09,2702.88,5.29,12.26,1.01,False
2026-02-10 03:00:02,1657.97,2054.93,2703.88,5.29,5.84,1.0,False
2026-02-10 04:00:03,1662.27,2061.16,2704.88,4.3,6.23,1.01,False
2026-02-10 05:00:03,1668.34,2130.73,2705.88,6.07,69.57,1.0,False
2026-02-10 06:00:03,1673.19,2135.2,2706.88,4.85,4.48,1.01,False
2026-02-10 07:00:02,1678.51,2143.35,2707.88,5.32,8.15,1.0,False
2026-02-10 08:00:03,1684.93,2151.92,2708.88,6.42,8.57,1.01,False
2026-02-10 09:00:03,1714.13,2717.57,2709.88,29.19,565.65,1.01,False
2026-02-10 10:00:03,1812.61,3132.73,2710.88,98.48,415.16,1.0,False
2026-02-10 11:00:03,1858.31,3959.11,2711.88,45.71,826.38,1.01,False
2026-02-10 12:00:03,1916.76,723.23,2712.88,58.45,860.12,1.0,False
2026-02-10 13:00:02,1961.9,935.21,2713.88,45.14,211.98,1.0,False
2026-02-10 14:00:03,2003.69,1085.01,2714.88,41.79,149.81,1.01,False
2026-02-10 15:00:03,2067.12,1594.01,2715.88,63.43,509.0,1.0,False
2026-02-10 16:00:03,2125.98,2762.26,2716.88,58.86,1168.25,1.01,False
2026-02-10 17:00:03,2177.43,2877.21,2717.88,51.45,114.95,1.0,False
2026-02-10 18:00:03,,,,,,1.01,False
2026-02-13 03:00:03,517.6,,,517.6,,57.01,False
2026-02-22 10:27:34,1331.46,615.06,2999.33,813.85,615.06,223.46,False
2026-02-22 11:00:03,1366.46,839.88,2999.87,35.0,224.82,0.55,False
2026-02-22 12:00:03,1438.87,3252.45,3000.87,72.41,2412.56,1.01,False
2026-02-22 13:00:04,1499.01,3577.66,3001.88,60.14,325.22,1.01,False
2026-02-22 14:00:04,1528.66,53.07,3002.88,29.65,571.41,1.01,False
2026-02-22 15:00:04,1600.99,408.49,3003.88,72.33,355.43,1.01,False
2026-02-22 16:00:04,1699.9,1019.29,3004.88,98.91,610.79,1.01,False
2026-02-22 17:00:04,1719.95,1056.15,3005.88,20.05,36.86,1.01,False
2026-02-22 18:00:04,1721.99,1058.88,3006.88,2.03,2.73,1.01,False
2026-02-22 19:00:04,1740.22,1115.8,3007.88,18.24,56.92,1.01,False
2026-02-22 20:00:04,1782.78,1300.96,3008.88,42.55,185.16,1.01,False
2026-02-22 21:00:03,1810.25,1402.01,3009.88,27.48,101.06,1.01,False
2026-02-22 22:00:04,1821.5,1427.96,3010.88,11.24,25.94,1.01,False
2026-02-22 23:00:04,1902.94,1499.07,3011.88,81.44,71.11,1.01,False
2026-02-23 00:00:04,1933.97,1508.81,3012.88,31.03,9.74,1.01,False
2026-02-23 01:00:04,1938.9,1514.36,3013.88,4.93,5.55,1.01,False
2026-02-23 02:00:04,1944.11,1525.72,3014.88,5.22,11.36,1.01,False
2026-02-23 03:00:04,1950.72,1584.36,3015.88,6.61,58.63,1.01,False
2026-02-23 04:00:04,1956.36,1614.16,3016.88,5.64,29.81,1.01,False
2026-02-23 05:00:04,1962.17,1619.65,3017.88,5.8,5.49,1.01,False
2026-02-23 06:00:04,1969.82,1703.27,3018.88,7.66,83.61,1.01,False
2026-02-23 07:00:04,1977.78,1755.21,3019.88,7.96,51.95,1.01,False
2026-02-23 08:00:04,1999.39,1882.14,3020.88,21.6,126.93,1.01,False
2026-02-23 09:00:04,2027.4,1911.46,3021.88,28.01,29.31,1.01,False
2026-02-23 10:00:03,2041.36,1961.78,3022.87,13.96,50.32,1.01,False
2026-02-23 11:00:03,2058.55,2020.28,3023.87,17.19,58.5,1.01,False
2026-02-23 12:00:04,2082.7,2195.52,3024.87,24.15,175.24,1.01,False
2026-02-23 13:00:04,2107.34,2375.37,3025.87,24.65,179.85,1.01,False
2026-02-23 14:00:03,2126.24,2527.63,3026.87,18.9,152.26,1.01,False
2026-02-23 15:00:03,2183.97,3486.07,3027.87,57.73,958.44,1.01,False
2026-02-23 16:00:03,2398.45,4083.67,3028.87,214.47,597.6,1.01,False
2026-02-23 17:00:03,2415.38,59.91,3029.87,16.94,72.24,1.01,False
2026-02-23 18:00:03,2433.51,134.54,3030.87,18.12,74.63,1.01,False
2026-02-23 19:00:04,2454.43,1048.13,3031.87,20.93,913.59,1.01,False
2026-02-23 20:00:04,2489.98,1524.26,3032.87,35.55,476.13,1.01,False
2026-02-23 21:00:03,2514.0,1831.95,3033.87,24.02,307.69,1.01,False
2026-02-23 22:00:04,2587.61,1876.94,3034.87,73.62,44.99,1.01,False
2026-02-23 23:00:04,2814.85,1897.26,3035.87,227.23,20.32,1.01,False
2026-02-24 00:00:03,2818.74,1902.24,3036.87,3.89,4.98,1.01,False
2026-02-24 01:00:03,2823.67,1917.53,3037.87,4.94,15.3,1.01,False
2026-02-24 02:00:04,2829.02,1926.02,3038.87,5.34,8.49,1.01,False
2026-02-24 03:00:03,2835.81,1995.52,3039.87,6.79,69.5,1.01,False
2026-02-24 04:00:04,2844.24,2079.8,3040.87,8.44,84.28,1.01,False
2026-02-24 05:00:03,2850.71,2134.96,3041.87,6.47,55.16,1.01,False
2026-02-24 06:00:03,2854.59,2140.93,3042.87,3.88,5.97,1.01,False
2026-02-24 07:00:03,2862.63,2169.49,3043.87,8.04,28.55,1.01,False
2026-02-24 08:00:04,2867.59,2196.81,3044.87,4.96,27.32,1.01,False
2026-02-24 09:00:04,2869.31,2199.46,3045.87,1.72,2.66,1.01,False
2026-02-24 10:00:04,2870.78,2203.4,3046.87,1.47,3.93,1.01,False
2026-02-24 11:00:03,2872.34,2207.56,3047.87,1.55,4.16,1.01,False
2026-02-24 12:00:03,2874.08,2210.65,3048.87,1.74,3.09,1.01,False
2026-02-24 13:00:03,2909.82,2601.28,3049.87,35.74,390.62,1.01,False
2026-02-24 14:00:03,2940.95,2975.75,3050.87,31.13,374.48,1.01,False
2026-02-24 15:00:03,2963.52,3150.3,3051.87,22.57,174.54,1.01,False
2026-02-24 16:00:03,2996.06,3616.4,3052.87,32.54,466.11,1.01,False
2026-02-24 17:00:03,3117.74,3764.28,3053.87,121.68,147.88,1.01,False
2026-02-24 18:00:04,3218.5,4062.34,3054.87,100.76,298.06,1.01,False
2026-02-24 19:00:03,3303.68,1581.49,3055.87,85.18,1615.16,1.01,False
2026-02-24 20:00:03,3437.65,2409.48,3056.87,133.97,827.98,1.01,False
2026-02-24 21:00:03,3461.05,2551.76,3057.87,23.39,142.29,1.01,False
2026-02-24 22:00:03,3477.29,2612.17,3058.87,16.24,60.4,1.01,False
2026-02-24 23:00:04,3562.84,3352.94,3059.87,85.55,740.77,1.01,False
2026-02-25 00:00:03,3588.13,297.58,3060.87,25.29,1040.64,1.01,False
2026-02-25 01:00:04,3595.5,307.68,3061.87,7.36,10.1,1.01,False
