Time,ISP_IN_MB,LAN_OUT_MB,ISP_uptime,Delta_ISP_IN_MB,Delta_LAN_OUT_MB,Delta_Time_hr,Restart
2026-02-25 02:00:04,3603.14,318.53,3062.87,7.65,10.85,1.01,False
2026-02-25 03:00:03,3610.55,362.73,3063.87,7.41,44.21,1.01,False
2026-02-25 04:00:03,3618.88,434.22,3064.87,8.34,71.49,1.01,False
2026-02-25 05:00:03,3626.34,446.76,3065.87,7.45,12.54,1.01,False
2026-02-25 06:00:03,3634.86,468.8,3066.87,8.52,22.04,1.01,False
2026-02-25 07:00:04,3644.86,490.78,3067.87,10.0,21.98,1.01,False
2026-02-25 08:00:03,3669.08,602.29,3068.87,24.22,111.51,1.01,False
2026-02-25 09:00:03,3708.13,969.0,3069.87,39.05,366.71,1.01,False
2026-02-25 10:00:03,3734.47,1042.79,3070.87,26.35,73.79,1.01,False
2026-02-25 11:00:04,3764.16,1204.75,3071.87,29.69,161.96,1.01,False
2026-02-25 12:00:03,3777.11,1416.37,3072.87,12.94,211.62,1.01,False
2026-02-25 13:00:04,3803.12,1443.43,3073.87,26.02,27.06,1.01,False
2026-02-25 14:00:03,3829.48,1452.39,3074.87,26.36,8.96,1.01,False
2026-02-25 15:00:04,3854.51,1618.18,3075.87,25.03,165.8,1.01,False
2026-02-25 16:00:04,4054.57,1680.71,3076.87,200.06,62.53,1.01,False
2026-02-25 17:00:03,,,,,,1.01,False
2026-02-25 18:00:04,15.46,2404.34,3078.87,15.46,2404.34,1.01,False
2026-02-25 19:00:03,79.7,2808.26,3079.87,64.24,403.93,1.01,False
2026-02-25 20:00:03,142.37,2902.19,3080.87,62.67,93.93,1.01,False
2026-02-25 21:00:03,190.63,3193.52,3081.87,48.26,291.33,1.01,False
2026-02-25 22:00:04,992.6,158.75,3082.87,801.97,1061.23,1.01,False
2026-02-25 23:00:03,1025.64,304.44,3083.87,33.04,145.69,1.01,False
2026-02-26 00:00:03,1226.74,333.35,3084.87,201.1,28.91,1.01,False
2026-02-26 01:00:03,1234.06,364.84,3085.87,7.32,31.49,1.01,False
2026-02-26 02:00:04,1240.7,420.56,3086.87,6.63,55.72,1.01,False
2026-02-26 03:00:04,1249.15,560.43,3087.87,8.46,139.87,1.01,False
2026-02-26 04:00:03,1254.7,655.35,3088.87,5.55,94.92,1.01,False
2026-02-26 05:00:04,1263.57,843.67,3089.87,8.87,188.32,1.01,False
2026-02-26 06:00:03,1268.97,860.33,3090.87,5.4,16.66,1.01,False
2026-02-26 07:00:04,1277.94,886.47,3091.87,8.97,26.13,1.01,False
2026-02-26 08:00:04,1285.86,906.55,3092.87,7.92,20.08,1.01,False
2026-02-26 09:00:03,1288.05,910.22,3093.87,2.19,3.67,1.01,False
2026-02-26 10:00:04,1290.02,912.89,3094.87,1.97,2.66,1.01,False
2026-02-26 11:00:03,1292.3,915.19,3095.87,2.28,2.3,1.01,False
2026-02-26 12:00:03,1294.5,924.64,3096.87,2.2,9.45,1.01,False
2026-02-26 13:00:03,1296.51,927.19,3097.87,2.01,2.55,1.01,False
2026-02-26 14:00:03,1298.42,929.06,3098.87,1.92,1.87,1.01,False
2026-02-26 15:00:04,1301.72,958.25,3099.87,3.3,29.19,1.01,False
2026-02-26 16:00:03,1304.0,961.66,3100.87,2.27,3.41,1.01,False
2026-02-26 17:00:03,1353.39,969.35,3101.87,49.39,7.69,1.01,False
2026-02-26 18:00:03,1386.68,1529.38,3102.87,33.3,560.03,1.01,False
2026-02-26 19:00:03,1460.07,1942.0,3103.87,73.39,412.62,1.01,False
2026-02-26 20:00:03,1517.24,2168.47,3104.87,57.17,226.46,1.01,False
2026-02-26 21:00:04,1545.02,2260.85,3105.87,27.78,92.38,1.01,False
2026-02-26 22:00:04,1601.23,2356.8,3106.87,56.22,95.95,1.01,False
2026-02-26 23:00:03,1636.49,2377.58,3107.87,35.25,20.78,1.01,False
2026-02-27 00:00:04,1740.04,2411.47,3108.87,103.55,33.89,1.01,False
2026-02-27 01:00:04,1747.98,2442.88,3109.87,7.94,31.41,1.01,False
2026-02-27 02:00:03,1754.85,2521.9,3110.87,6.87,79.02,1.01,False
2026-02-27 03:00:03,1764.86,2687.93,3111.87,10.01,166.03,1.01,False
2026-02-27 04:00:04,1775.92,2950.53,3112.87,11.06,262.6,1.01,False
2026-02-27 05:00:04,1780.46,2963.69,3113.87,4.55,13.16,1.01,False
2026-02-27 06:00:03,1790.1,3326.01,3114.87,9.64,362.32,1.01,False
2026-02-27 07:00:03,1801.26,3533.13,3115.87,11.16,207.12,1.01,False
2026-02-27 08:00:04,1843.04,3653.07,3116.87,41.78,119.94,1.01,False
2026-02-27 09:00:03,1889.59,3971.67,3117.87,46.55,318.6,1.01,False
2026-02-27 10:00:03,1897.49,4023.04,3118.87,7.91,51.37,1.01,False
2026-02-27 11:00:03,1899.88,4027.82,3119.87,2.39,4.78,1.01,False
2026-02-27 12:00:03,1920.05,4043.0,3120.87,20.17,15.18,1.01,False
2026-02-27 13:00:03,1928.65,4082.52,3121.87,8.59,39.52,1.01,False
2026-02-27 14:00:04,1933.72,4089.7,3122.87,5.08,7.18,1.01,False
2026-02-27 15:00:04,1939.53,20.33,3123.87,5.81,26.63,1.01,False
2026-02-27 16:00:04,1949.6,199.47,3124.87,10.07,179.15,1.01,False
2026-02-27 17:00:03,2003.01,1444.87,3125.87,53.42,1245.39,1.01,False
2026-02-27 18:00:03,2038.08,1975.31,3126.87,35.07,530.44,1.01,False
2026-02-27 19:00:03,2095.63,2419.5,3127.87,57.55,444.19,1.01,False
2026-02-27 20:00:03,,,,,,1.01,False
2026-02-27 21:00:03,2292.25,3748.97,3129.87,2292.25,3748.97,1.01,False
2026-02-27 22:00:03,2401.59,555.4,3130.87,109.34,902.44,1.01,False
2026-02-27 23:00:03,2714.34,934.71,3131.87,312.74,379.3,1.01,False
2026-02-28 00:00:03,2774.21,953.46,3132.87,59.87,18.76,1.01,False
2026-02-28 01:00:04,2780.38,961.77,3133.87,6.17,8.31,1.01,False
2026-02-28 02:00:04,2787.29,1045.45,3134.87,6.92,83.68,1.01,False
2026-02-28 03:00:03,2793.6,1057.85,3135.87,6.31,12.39,1.01,False
2026-02-28 04:00:03,2799.96,1122.75,3136.87,6.36,64.91,1.01,False
2026-02-28 05:00:04,2805.97,1148.79,3137.87,6.0,26.03,1.01,False
2026-02-28 06:00:03,2813.65,1280.1,3138.87,7.68,131.31,1.01,False
2026-02-28 07:00:04,2819.94,1290.7,3139.87,6.29,10.6,1.01,False
2026-02-28 08:00:03,2841.46,1756.7,3140.87,21.52,465.99,1.01,False
2026-02-28 09:00:04,2954.52,1927.38,3141.87,113.07,170.69,1.01,False
2026-02-28 10:00:03,2995.8,2624.61,3142.87,41.27,697.23,1.01,False
2026-02-28 11:00:03,3065.3,4027.27,3143.87,69.5,1402.65,1.01,False
2026-02-28 12:00:04,3144.65,637.84,3144.87,79.35,706.57,1.01,False
2026-02-28 13:00:03,3222.89,1355.72,3145.87,78.24,717.88,1.01,False
2026-02-28 14:00:03,3277.89,2294.74,3146.87,55.0,939.02,1.01,False
2026-02-28 15:00:04,3289.74,2350.03,3147.87,11.85,55.29,1.01,False
2026-02-28 16:00:03,3292.12,2352.66,3148.87,2.38,2.63,1.01,False
2026-02-28 17:00:04,3294.1,2355.24,3149.87,1.98,2.57,1.01,False
2026-02-28 18:00:03,3296.61,2358.87,3150.87,2.51,3.63,1.01,False
2026-02-28 19:00:04,3298.7,2362.83,3151.87,2.1,3.96,1.01,False
2026-02-28 20:00:04,3301.54,2366.66,3152.87,2.83,3.82,1.01,False
2026-02-28 21:00:03,3303.79,2368.99,3153.87,2.25,2.33,1.01,False
2026-02-28 22:00:03,3306.61,2372.91,3154.87,2.82,3.93,1.01,False
2026-02-28 23:00:04,3531.16,2425.09,3155.87,224.55,52.18,1.01,False
2026-03-01 00:00:04,3561.68,2433.14,3156.87,30.52,8.06,1.01,False
2026-03-01 01:00:03,3564.78,2438.05,3157.87,3.1,4.9,1.01,False
2026-03-01 02:00:03,,2442.56,3158.88,,4.52,1.01,False
2026-03-01 03:00:03,3573.18,2513.81,3159.87,3573.18,71.25,1.01,False
2026-03-01 04:00:03,3576.6,2542.82,3160.87,3.42,29.01,1.01,False
2026-03-01 05:00:03,3580.92,2617.34,3161.87,4.32,74.52,1.01,False
2026-03-01 06:00:03,3584.38,2635.39,3162.87,3.45,18.05,1.01,False
2026-03-01 07:00:04,3589.82,2653.2,3163.87,5.44,17.81,1.01,False
2026-03-01 08:00:04,3595.64,2672.88,3164.87,5.82,19.69,1.01,False
2026-03-01 09:00:03,3652.82,2809.4,3165.87,57.18,136.52,1.01,False
2026-03-01 10:00:04,3710.59,3181.73,3166.87,57.77,372.33,1.01,False
2026-03-01 11:00:03,3771.47,3950.41,3167.87,60.88,768.68,1.01,False
2026-03-01 12:00:03,3799.58,363.09,3168.87,28.11,508.68,1.01,False
2026-03-01 13:00:04,3826.1,899.98,3169.87,26.52,536.89,1.01,False
2026-03-01 14:00:04,3878.94,1186.22,3170.87,52.84,286.24,1.01,False
2026-03-01 15:00:03,3935.47,1508.02,3171.87,56.53,321.8,1.01,False
2026-03-01 16:00:03,3957.36,1871.15,3172.87,21.89,363.13,1.01,False
2026-03-01 17:00:03,3967.67,2102.93,3173.87,10.31,231.78,1.01,False
2026-03-01 18:00:03,3970.32,2105.85,3174.87,2.65,2.92,1.01,False
2026-03-01 19:00:03,3973.55,2112.21,3175.87,3.23,6.36,1.01,False
2026-03-01 20:00:03,4058.52,2409.4,3176.87,84.97,297.19,1.01,False
2026-03-01 21:00:03,4080.89,3231.17,3177.87,22.37,821.77,1.01,False
2026-03-01 22:00:04,3.0,3870.34,3178.87,18.11,639.17,1.01,False
2026-03-01 23:00:04,85.25,3918.22,3179.87,82.25,47.88,1.01,False
2026-03-02 00:00:04,89.34,3922.66,3180.87,4.09,4.44,1.01,False
2026-03-02 01:00:04,92.87,3926.49,3181.87,3.53,3.83,1.01,False
2026-03-02 02:00:03,96.22,3929.8,3182.87,3.35,3.3,1.01,False
2026-03-02 03:00:03,99.62,3933.17,3183.87,3.41,3.37,1.01,False
2026-03-02 04:00:03,103.56,3938.11,3184.87,3.94,4.94,1.01,False
2026-03-02 05:00:03,107.14,3947.22,3185.87,3.58,9.12,1.01,False
2026-03-02 06:00:04,111.01,3953.02,3186.87,3.87,5.8,1.01,False
2026-03-02 07:00:04,116.22,3960.12,3187.87,5.21,7.1,1.01,False
2026-03-02 08:00:03,123.48,3976.63,3188.87,7.26,16.51,1.01,False
2026-03-02 09:00:04,154.28,3982.47,3189.87,30.8,5.85,1.01,False
2026-03-02 10:00:03,157.43,3986.61,3190.87,3.15,4.14,1.01,False
2026-03-02 11:00:03,160.39,3991.9,3191.87,2.96,5.28,1.01,False
2026-03-02 12:00:03,163.24,3994.43,3192.87,2.85,2.53,1.01,False
2026-03-02 13:00:03,166.01,3997.58,3193.87,2.77,3.15,1.01,False
2026-03-02 14:00:04,168.7,4003.19,3194.87,2.69,5.61,1.01,False
2026-03-02 15:00:04,184.88,500.54,3195.87,16.18,593.35,1.01,False
2026-03-02 16:00:03,203.65,1080.9,3196.87,18.77,580.36,1.01,False
2026-03-02 17:00:03,250.04,1748.34,3197.87,46.39,667.44,1.01,False
2026-03-02 18:00:04,285.12,2130.41,3198.87,35.08,382.06,1.01,False
2026-03-02 19:00:04,305.51,2586.75,3199.87,20.38,456.34,1.01,False
2026-03-02 20:00:03,343.41,3112.72,3200.87,37.9,525.97,1.01,False
2026-03-02 21:00:04,428.4,3629.44,3201.87,84.99,516.72,1.01,False
2026-03-02 22:00:04,445.25,3654.5,3202.87,16.85,25.06,1.01,False
2026-03-02 23:00:04,450.1,3694.67,3203.87,4.85,40.17,1.01,False
2026-03-03 00:00:03,538.14,3705.12,3204.87,88.04,10.44,1.01,False
2026-03-03 01:00:03,543.12,3712.58,3205.87,4.98,7.47,1.01,False
2026-03-03 02:00:04,548.08,3719.62,3206.87,4.96,7.03,1.01,False
2026-03-03 03:00:04,558.65,3840.9,3207.87,10.57,121.28,1.01,False
2026-03-03 04:00:03,562.46,3846.02,3208.87,3.81,5.12,1.01,False
2026-03-03 05:00:03,566.99,3864.51,3209.87,4.53,18.49,1.01,False
2026-03-03 06:00:03,571.92,3897.98,3210.87,4.94,33.47,1.01,False
2026-03-03 07:00:03,576.88,3909.88,3211.87,4.96,11.9,1.01,False
2026-03-03 08:00:03,600.09,4010.05,3212.87,23.21,100.18,1.01,False
2026-03-03 09:00:03,617.1,567.59,3213.87,17.01,653.53,1.01,False
2026-03-03 10:00:03,651.92,1420.97,3214.87,34.82,853.38,1.01,False
2026-03-03 11:00:03,683.37,2015.29,3215.87,31.45,594.32,1.01,False
2026-03-03 12:00:03,699.81,2702.55,3216.87,16.44,687.26,1.01,False
2026-03-03 13:00:03,733.57,3240.72,3217.87,33.76,538.17,1.01,False
2026-03-03 14:00:04,790.04,3794.03,3218.87,56.46,553.31,1.01,False
2026-03-03 15:00:03,828.69,821.92,3219.87,38.65,1123.9,1.01,False
2026-03-03 16:00:04,873.07,2314.06,3220.87,44.39,1492.14,1.01,False
2026-03-03 17:00:03,927.0,2389.31,3221.87,53.93,75.25,1.01,False
2026-03-03 18:00:03,954.34,2883.61,3222.87,27.33,494.3,1.01,False
2026-03-03 19:00:03,1005.17,3003.35,3223.87,50.83,119.74,1.01,False
2026-03-03 20:00:03,1045.99,3291.4,3224.87,40.82,288.06,1.01,False
2026-03-03 21:00:03,1184.95,3698.11,3225.87,138.96,406.7,1.01,False
2026-03-03 22:00:04,1198.14,18.71,3226.87,13.19,416.6,1.01,False
2026-03-03 23:00:03,1217.74,77.43,3227.87,19.6,58.72,1.01,False
2026-03-04 00:00:04,1311.31,85.23,3228.87,93.57,7.8,1.01,False
2026-03-04 01:00:03,1314.9,91.84,3229.87,3.59,6.61,1.01,False
2026-03-04 02:00:03,1317.59,95.12,3230.87,2.68,3.29,1.01,False
2026-03-04 03:00:03,1320.88,99.26,3231.87,3.3,4.14,1.01,False
2026-03-04 04:00:03,1324.02,105.24,3232.87,3.14,5.98,1.01,False
2026-03-04 05:00:03,1329.67,229.33,3233.87,5.65,124.09,1.01,False
2026-03-04 06:00:04,1333.13,235.58,3234.87,3.46,6.25,1.01,False
2026-03-04 07:00:03,1338.54,243.42,3235.87,5.41,7.84,1.01,False
2026-03-04 08:00:04,1343.07,273.38,3236.87,4.53,29.97,1.01,False
2026-03-04 09:00:04,1344.74,291.79,3237.87,1.67,18.41,1.01,False
2026-03-04 10:00:03,1346.21,293.48,3238.87,1.47,1.68,1.01,False
2026-03-04 11:00:03,1347.62,294.85,3239.87,1.41,1.37,1.01,False
2026-03-04 12:00:03,1349.1,296.35,3240.87,1.48,1.51,1.01,False
2026-03-04 13:00:03,1351.04,300.52,3241.87,1.94,4.17,1.01,False
2026-03-04 14:00:03,1352.44,301.94,3242.87,1.4,1.42,1.01,False
2026-03-04 15:00:03,1353.88,303.49,3243.87,1.44,1.54,1.01,False
2026-03-04 16:00:03,1355.31,305.0,3244.87,1.43,1.51,1.01,False
2026-03-04 17:00:03,1358.67,322.04,3245.87,3.35,17.04,1.01,False
2026-03-04 18:00:03,1417.57,1256.48,3246.87,58.9,934.45,1.01,False
2026-03-04 19:00:04,1480.54,2222.05,3247.87,62.97,965.57,1.01,False
2026-03-04 20:00:03,1520.01,2812.27,3248.87,39.48,590.21,1.01,False
2026-03-04 21:00:03,1667.57,3119.11,3249.87,147.56,306.84,1.01,False
2026-03-04 22:00:03,1680.79,3251.14,3250.87,13.23,132.04,1.01,False
2026-03-04 23:00:03,1704.0,3280.19,3251.87,23.2,29.04,1.01,False
2026-03-05 00:00:04,1801.54,3291.08,3252.87,97.54,10.89,1.01,False
2026-03-05 01:00:03,1804.49,3300.39,3253.87,2.95,9.31,1.01,False
2026-03-05 02:00:03,1808.62,3326.96,3254.87,4.12,26.57,1.01,False
2026-03-05 03:00:03,1812.39,3336.15,3255.87,3.78,9.19,1.01,False
2026-03-05 04:00:04,1815.9,3341.32,3256.87,3.51,5.17,1.01,False
2026-03-05 05:00:03,1819.61,3347.06,3257.87,3.71,5.74,1.01,False
2026-03-05 06:00:03,1823.32,3353.09,3258.87,3.72,6.03,1.01,False
2026-03-05 07:00:03,1828.75,3366.56,3259.87,5.42,13.47,1.01,False
2026-03-05 08:00:04,1832.25,3372.38,3260.87,3.5,5.82,1.01,False
2026-03-05 09:00:03,1834.9,3376.01,3261.87,2.65,3.62,1.01,False
2026-03-05 10:00:04,1837.76,3379.09,3262.87,2.85,3.08,1.01,False
2026-03-05 11:00:03,1839.98,3383.98,3263.87,2.22,4.89,1.01,False
2026-03-05 12:00:03,1842.72,3388.35,3264.87,2.74,4.37,1.01,False
2026-03-05 13:00:03,1845.05,3391.53,3265.87,2.33,3.18,1.01,False
2026-03-05 14:00:03,1847.42,3395.18,3266.87,2.37,3.64,1.01,False
2026-03-05 15:00:03,1850.33,3398.17,3267.87,2.91,2.99,1.01,False
2026-03-05 16:00:04,1853.03,3405.11,3268.87,2.7,6.94,1.01,False
2026-03-05 17:00:03,1854.88,3409.02,3269.87,1.85,3.91,1.01,False
2026-03-05 18:00:03,1876.4,3957.2,3270.87,21.52,548.18,1.01,False
2026-03-05 19:00:03,1898.03,736.63,3271.87,21.63,875.43,1.01,False
2026-03-05 20:00:03,2102.12,1804.3,3272.87,204.1,1067.66,1.01,False
2026-03-05 21:00:03,2166.42,2649.74,3273.87,64.29,845.44,1.01,False
2026-03-05 22:00:04,2211.99,3071.07,3274.87,45.57,421.34,1.01,False
2026-03-05 23:00:03,2235.75,3633.46,3275.87,23.76,562.39,1.01,False
2026-03-06 00:00:04,2322.7,3691.78,3276.87,86.95,58.31,1.01,False
2026-03-06 01:00:04,2329.95,3707.51,3277.87,7.25,15.73,1.01,False
2026-03-06 02:00:04,2337.79,3807.3,3278.87,7.84,99.8,1.01,False
2026-03-06 03:00:03,2343.48,3823.11,3279.87,5.69,15.81,1.01,False
2026-03-06 04:00:04,2350.08,3869.19,3280.87,6.6,46.08,1.01,False
2026-03-06 05:00:03,2360.03,3972.34,3281.87,9.95,103.15,1.01,False
2026-03-06 06:00:03,2366.69,4002.63,3282.87,6.67,30.29,1.01,False
2026-03-06 07:00:03,2384.64,298.87,3283.87,17.94,392.24,1.01,False
2026-03-06 08:00:03,2400.97,1001.24,3284.87,16.34,702.38,1.01,False
2026-03-06 09:00:03,2445.24,1940.62,3285.87,44.27,939.38,1.01,False
2026-03-06 10:00:03,2459.86,3292.51,3286.87,14.62,1351.88,1.01,False
2026-03-06 11:00:04,2508.17,259.68,3287.87,48.31,1063.18,1.01,False
2026-03-06 12:00:03,2541.24,919.46,3288.87,33.07,659.78,1.01,False
2026-03-06 13:00:03,2556.87,2728.71,3289.87,15.63,1809.24,1.01,False
2026-03-06 14:00:04,2570.03,3285.37,3290.87,13.16,556.66,1.01,False
2026-03-06 15:00:04,2594.39,3930.44,3291.87,24.35,645.07,1.01,False
2026-03-06 16:00:03,2612.11,608.31,3292.87,17.73,773.87,1.01,False
2026-03-06 17:00:03,2637.92,1444.08,3293.87,25.8,835.77,1.01,False
2026-03-06 18:00:03,2674.47,2144.25,3294.87,36.56,700.17,1.01,False
2026-03-06 19:00:04,2688.29,2302.22,3295.87,13.82,157.97,1.01,False
2026-03-06 20:00:03,2700.57,2765.75,3296.87,12.28,463.52,1.01,False
2026-03-06 21:00:03,2846.18,3762.16,3297.87,145.61,996.41,1.01,False
2026-03-06 22:00:03,2863.84,95.12,3298.87,17.66,428.96,1.01,False
2026-03-06 23:00:03,2884.95,110.66,3299.87,21.11,15.54,1.01,False
2026-03-07 00:00:03,2992.36,151.26,3300.87,107.42,40.6,1.01,False
2026-03-07 01:00:03,2996.98,159.06,3301.87,4.61,7.8,1.01,False
2026-03-07 02:00:03,3017.19,1324.02,3302.87,20.22,1164.96,1.01,False
2026-03-07 03:00:03,3023.06,1338.63,3303.87,5.87,14.61,1.01,False
2026-03-07 04:00:03,3026.69,1342.52,3304.87,3.63,3.89,1.01,False
2026-03-07 05:00:03,3033.46,1497.15,3305.87,6.77,154.64,1.01,False
2026-03-07 06:00:03,3040.43,1633.56,3306.87,6.98,136.41,1.01,False
2026-03-07 07:00:04,3046.34,1643.92,3307.87,5.91,10.36,1.01,False
2026-03-07 08:00:03,3080.69,1778.83,3308.87,34.35,134.92,1.01,False
2026-03-07 09:00:04,3133.41,2108.87,3309.87,52.72,330.03,1.01,False
2026-03-07 10:00:03,3228.24,2682.17,3310.87,94.83,573.3,1.01,False
2026-03-07 11:00:03,3271.27,3285.24,3311.87,43.03,603.08,1.01,False
2026-03-07 12:00:04,3376.56,4083.71,3312.87,105.29,798.46,1.01,False
2026-03-07 13:00:03,3415.26,621.11,3313.87,38.7,633.4,1.01,False
2026-03-07 14:00:03,3451.35,1227.93,3314.87,36.09,606.82,1.01,False
2026-03-07 15:00:03,3496.66,2189.92,3315.87,45.31,961.99,1.01,False
2026-03-07 16:00:04,3549.94,3141.48,3316.87,53.27,951.57,1.01,False
2026-03-07 17:00:03,3589.9,109.35,3317.87,39.96,1063.86,1.01,False
2026-03-07 18:00:03,3632.63,878.87,3318.87,42.73,769.52,1.01,False
2026-03-07 19:00:03,3664.6,982.58,3319.87,31.97,103.71,1.01,False
2026-03-07 20:00:04,3704.97,1105.98,3320.87,40.37,123.4,1.01,False
2026-03-07 21:00:03,3790.09,1711.33,3321.87,85.11,605.35,1.01,False
2026-03-07 22:00:03,40.33,1893.88,3322.87,346.24,182.56,1.01,False
2026-03-07 23:00:03,46.81,1900.92,3323.87,6.48,7.04,1.01,False
2026-03-08 00:00:03,107.29,1909.81,3324.87,60.48,8.89,1.01,False
2026-03-08 01:00:04,113.19,1918.37,3325.87,5.9,8.56,1.01,False
2026-03-08 02:00:04,119.67,1934.3,3326.87,6.48,15.93,1.01,False
2026-03-08 03:00:04,125.89,1963.98,3327.87,6.23,29.68,1.01,False
2026-03-08 04:00:04,133.68,1994.66,3328.87,7.79,30.68,1.01,False
2026-03-08 05:00:04,139.69,2022.94,3329.87,6.01,28.28,1.01,False
2026-03-08 06:00:04,144.93,2030.92,3330.87,5.25,7.98,1.01,False
2026-03-08 07:00:03,150.97,2086.4,3331.87,6.04,55.48,1.01,False
2026-03-08 08:00:04,179.65,2266.63,3332.87,28.67,180.23,1.01,False
2026-03-08 09:00:04,227.59,2706.04,3333.87,47.95,439.41,1.01,False
2026-03-08 10:00:03,245.3,2835.16,3334.87,17.7,129.13,1.01,False
2026-03-08 11:00:04,313.9,3639.13,3335.87,68.6,803.97,1.01,False
2026-03-08 12:00:04,375.11,18.47,3336.87,61.21,475.34,1.01,False
2026-03-08 13:00:03,391.68,76.43,3337.87,16.57,57.96,1.01,False
2026-03-08 14:00:03,402.54,91.37,3338.87,10.85,14.93,1.01,False
2026-03-08 15:00:03,422.05,401.94,3339.87,19.52,310.58,1.01,False
2026-03-08 16:00:03,557.65,484.74,3340.87,135.59,82.8,1.01,False
2026-03-08 17:00:03,569.57,809.57,3341.87,11.93,324.83,1.01,False
2026-03-08 18:00:04,572.52,812.53,3342.87,2.94,2.96,1.01,False
2026-03-08 19:00:04,576.84,827.34,3343.87,4.32,14.81,1.01,False
2026-03-08 20:00:04,647.06,1072.35,3344.87,70.22,245.0,1.01,False
2026-03-08 21:00:03,676.95,1260.58,3345.87,29.89,188.23,1.01,False
2026-03-08 22:00:04,753.5,1278.27,3346.87,76.54,17.7,1.01,False
2026-03-08 23:00:03,762.66,1298.96,3347.87,9.16,20.69,1.01,False
2026-03-09 00:00:03,833.48,1325.04,3348.87,70.82,26.08,1.01,False
2026-03-09 01:00:04,849.63,1904.42,3349.87,16.15,579.38,1.01,False
2026-03-09 02:00:03,855.4,1966.11,3350.87,5.78,61.69,1.01,False
2026-03-09 03:00:04,860.32,1971.66,3351.87,4.92,5.55,1.01,False
2026-03-09 04:00:03,864.81,1981.94,3352.87,4.49,10.28,1.01,False
2026-03-09 05:00:03,870.01,1988.25,3353.87,5.2,6.31,1.01,False
2026-03-09 06:00:03,874.58,1994.3,3354.87,4.57,6.05,1.01,False
2026-03-09 07:00:03,879.74,2002.9,3355.87,5.16,8.6,1.01,False
2026-03-09 08:00:04,884.0,2010.74,3356.87,4.26,7.84,1.01,False
2026-03-09 09:00:04,886.75,2014.7,3357.87,2.75,3.96,1.01,False
2026-03-09 10:00:03,889.65,2021.22,3358.87,2.91,6.52,1.01,False
2026-03-09 11:00:04,892.22,2023.84,3359.87,2.57,2.62,1.01,False
2026-03-09 12:00:03,894.83,2026.58,3360.87,2.61,2.75,1.01,False
2026-03-09 13:00:03,896.91,2029.59,3361.87,2.08,3.01,1.01,False
2026-03-09 14:00:03,899.26,2031.82,3362.87,2.35,2.22,1.01,False
2026-03-09 15:00:04,901.49,2033.89,3363.87,2.23,2.07,1.01,False
2026-03-09 16:00:03,924.83,2180.86,3364.87,23.34,146.97,1.01,False
2026-03-09 17:00:03,990.7,2629.5,3365.87,65.88,448.64,1.01,False
2026-03-09 18:00:03,1081.34,3126.65,3366.87,90.64,497.15,1.01,False
2026-03-09 19:00:03,1206.11,3819.05,3367.87,124.77,692.4,1.01,False
2026-03-09 20:00:04,1247.48,153.27,3368.87,41.37,430.22,1.01,False
2026-03-09 21:00:03,1290.56,308.71,3369.87,43.08,155.44,1.01,False
2026-03-09 22:00:03,1302.08,344.85,3370.87,11.52,36.15,1.01,False
2026-03-09 23:00:03,1310.89,408.55,3371.87,8.81,63.7,1.01,False
2026-03-10 00:00:03,1392.38,421.66,3372.87,81.48,13.12,1.01,False
2026-03-10 01:00:03,1399.14,433.01,3373.87,6.76,11.34,1.01,False
2026-03-10 02:00:03,1404.92,439.86,3374.87,5.78,6.85,1.01,False
2026-03-10 03:00:03,1430.61,617.81,3375.87,25.69,177.95,1.01,False
2026-03-10 04:00:03,1436.8,631.72,3376.87,6.19,13.91,1.01,False
2026-03-10 05:00:04,1443.18,684.53,3377.87,6.39,52.81,1.01,False
2026-03-10 06:00:03,1450.72,698.34,3378.87,7.54,13.81,1.01,False
2026-03-10 07:00:04,1458.21,710.33,3379.87,7.49,11.99,1.01,False
2026-03-10 08:00:03,1464.5,724.27,3380.87,6.29,13.94,1.01,False
2026-03-10 09:00:03,1467.28,743.68,3381.87,2.78,19.41,1.01,False
2026-03-10 10:00:04,1470.32,747.95,3382.87,3.04,4.27,1.01,False
2026-03-10 11:00:03,1473.9,752.35,3383.87,3.58,4.39,1.01,False
2026-03-10 12:00:04,1476.76,756.16,3384.87,2.86,3.81,1.01,False
2026-03-10 13:00:04,1480.11,763.85,3385.87,3.35,7.69,1.01,False
2026-03-10 14:00:03,1483.06,772.64,3386.87,2.95,8.79,1.01,False
2026-03-10 15:00:03,1485.9,776.7,3387.87,2.83,4.06,1.01,False
2026-03-10 16:00:03,1489.44,788.38,3388.87,3.55,11.68,1.01,False
2026-03-10 17:00:04,1498.88,862.81,3389.87,9.44,74.43,1.01,False
2026-03-10 18:00:03,1578.91,1213.63,3390.87,80.03,350.82,1.01,False
2026-03-10 19:00:04,1676.98,1730.97,3391.87,98.07,517.34,1.01,False
2026-03-10 20:00:03,1730.05,2038.67,3392.87,53.07,307.7,1.01,False
2026-03-10 21:00:03,1754.5,2287.63,3393.87,24.45,248.96,1.01,False
2026-03-10 22:00:03,1779.19,2393.71,3394.87,24.7,106.08,1.01,False
2026-03-10 23:00:04,1784.69,2406.69,3395.87,5.49,12.97,1.01,False
2026-03-11 00:00:03,1906.03,2429.18,3396.87,121.35,22.49,1.01,False
2026-03-11 01:00:03,1911.93,2436.49,3397.87,5.89,7.31,1.01,False
